,neighborhood,date,type,number,price
0,Norwood Park,2014-09-06,5 Bedroom Properties,8,506088
0,Norwood Park,2014-09-06,5 Bedroom Properties,7,499918
0,Norwood Park,2014-09-06,6 Bedroom Properties,4,699225
0,Norwood Park,2014-09-06,6 Bedroom Properties,4,699225
0,Norwood Park,2014-09-06,All Properties,156,344444
0,Norwood Park,2014-09-06,1 Bedroom Properties,5,158760
0,Norwood Park,2014-09-06,1 Bedroom Properties,5,158265
0,Norwood Park,2014-09-06,2 Bedroom Properties,26,233023
0,Norwood Park,2014-09-06,2 Bedroom Properties,27,233365
0,Norwood Park,2014-09-06,2 Bedroom Properties,26,230509
0,Norwood Park,2014-09-06,3 Bedroom Properties,79,332962
0,Norwood Park,2014-09-06,3 Bedroom Properties,81,331242
0,Norwood Park,2014-09-06,3 Bedroom Properties,77,335374
0,Norwood Park,2014-09-06,4 Bedroom Properties,34,440291
0,Norwood Park,2014-09-06,4 Bedroom Properties,33,444177
0,Norwood Park,2014-09-06,4 Bedroom Properties,36,439083
0,Norwood Park,2014-09-06,5 Bedroom Properties,8,506088
0,Norwood Park,2014-09-06,5 Bedroom Properties,7,499918
0,Norwood Park,2014-09-06,6 Bedroom Properties,4,699225
0,Norwood Park,2014-09-06,6 Bedroom Properties,4,699225
0,Norwood Park,2014-09-06,All Properties,154,353604
0,Norwood Park,2014-09-06,1 Bedroom Properties,5,158760
0,Norwood Park,2014-09-06,1 Bedroom Properties,5,158265
0,Norwood Park,2014-09-06,2 Bedroom Properties,26,233023
0,Norwood Park,2014-09-06,2 Bedroom Properties,27,233365
0,Norwood Park,2014-09-06,2 Bedroom Properties,26,230509
0,Norwood Park,2014-09-06,3 Bedroom Properties,79,332962
0,Norwood Park,2014-09-06,3 Bedroom Properties,81,331242
0,Norwood Park,2014-09-06,3 Bedroom Properties,77,335374
0,Norwood Park,2014-09-06,4 Bedroom Properties,34,440291
0,Norwood Park,2014-09-06,4 Bedroom Properties,33,444177
0,Norwood Park,2014-09-06,4 Bedroom Properties,36,439083
0,Norwood Park,2014-09-06,5 Bedroom Properties,8,506088
0,Norwood Park,2014-09-06,5 Bedroom Properties,7,499918
0,Norwood Park,2014-09-06,6 Bedroom Properties,4,699225
0,Norwood Park,2014-09-06,6 Bedroom Properties,4,699225
0,Norwood Park,2014-09-13,All Properties,162,340211
0,Norwood Park,2014-09-13,1 Bedroom Properties,5,154897
0,Norwood Park,2014-09-13,1 Bedroom Properties,5,156780
0,Norwood Park,2014-09-13,2 Bedroom Properties,29,218659
0,Norwood Park,2014-09-13,2 Bedroom Properties,28,225311
0,Norwood Park,2014-09-13,2 Bedroom Properties,27,224633
0,Norwood Park,2014-09-13,2 Bedroom Properties,29,222085
0,Norwood Park,2014-09-13,3 Bedroom Properties,80,332562
0,Norwood Park,2014-09-13,3 Bedroom Properties,78,336464
0,Norwood Park,2014-09-13,3 Bedroom Properties,81,333510
0,Norwood Park,2014-09-13,4 Bedroom Properties,37,432724
0,Norwood Park,2014-09-13,4 Bedroom Properties,38,434760
0,Norwood Park,2014-09-13,5 Bedroom Properties,5,441380
0,Norwood Park,2014-09-13,5 Bedroom Properties,5,441380
0,Norwood Park,2014-09-13,6 Bedroom Properties,4,695357
0,Norwood Park,2014-09-13,6 Bedroom Properties,4,699225
0,Norwood Park,2014-09-13,All Properties,164,343491
0,Norwood Park,2014-09-13,1 Bedroom Properties,5,154897
0,Norwood Park,2014-09-13,1 Bedroom Properties,5,156780
0,Norwood Park,2014-09-13,2 Bedroom Properties,29,218659
0,Norwood Park,2014-09-13,2 Bedroom Properties,28,225311
0,Norwood Park,2014-09-13,2 Bedroom Properties,27,224633
0,Norwood Park,2014-09-13,2 Bedroom Properties,29,222085
0,Norwood Park,2014-09-13,3 Bedroom Properties,80,332562
0,Norwood Park,2014-09-13,3 Bedroom Properties,78,336464
0,Norwood Park,2014-09-13,3 Bedroom Properties,81,333510
0,Norwood Park,2014-09-13,4 Bedroom Properties,37,432724
0,Norwood Park,2014-09-13,4 Bedroom Properties,38,434760
0,Norwood Park,2014-09-13,5 Bedroom Properties,5,441380
0,Norwood Park,2014-09-13,5 Bedroom Properties,5,441380
0,Norwood Park,2014-09-13,6 Bedroom Properties,4,695357
0,Norwood Park,2014-09-13,6 Bedroom Properties,4,699225
0,Norwood Park,2014-09-13,All Properties,158,341131
0,Norwood Park,2014-09-13,1 Bedroom Properties,5,154897
0,Norwood Park,2014-09-13,1 Bedroom Properties,5,156780
0,Norwood Park,2014-09-13,2 Bedroom Properties,29,218659
0,Norwood Park,2014-09-13,2 Bedroom Properties,28,225311
0,Norwood Park,2014-09-13,2 Bedroom Properties,27,224633
0,Norwood Park,2014-09-13,2 Bedroom Properties,29,222085
0,Norwood Park,2014-09-13,3 Bedroom Properties,80,332562
0,Norwood Park,2014-09-13,3 Bedroom Properties,78,336464
0,Norwood Park,2014-09-13,3 Bedroom Properties,81,333510
0,Norwood Park,2014-09-13,4 Bedroom Properties,37,432724
0,Norwood Park,2014-09-13,4 Bedroom Properties,38,434760
0,Norwood Park,2014-09-13,5 Bedroom Properties,5,441380
0,Norwood Park,2014-09-13,5 Bedroom Properties,5,441380
0,Norwood Park,2014-09-13,6 Bedroom Properties,4,695357
0,Norwood Park,2014-09-13,6 Bedroom Properties,4,699225
0,Norwood Park,2014-09-20,All Properties,154,340430
0,Norwood Park,2014-09-20,1 Bedroom Properties,5,156780
0,Norwood Park,2014-09-20,1 Bedroom Properties,6,152040
0,Norwood Park,2014-09-20,2 Bedroom Properties,31,225303
0,Norwood Park,2014-09-20,2 Bedroom Properties,20,221900
0,Norwood Park,2014-09-20,3 Bedroom Properties,74,334895
0,Norwood Park,2014-09-20,3 Bedroom Properties,6,295162
0,Norwood Park,2014-09-20,3 Bedroom Properties,73,335415
0,Norwood Park,2014-09-20,4 Bedroom Properties,37,427510
0,Norwood Park,2014-09-20,4 Bedroom Properties,35,428517
0,Norwood Park,2014-09-20,4 Bedroom Properties,37,426422
0,Norwood Park,2014-09-20,5 Bedroom Properties,6,414467
0,Norwood Park,2014-09-20,5 Bedroom Properties,6,420363
0,Norwood Park,2014-09-20,5 Bedroom Properties,5,441380
0,Norwood Park,2014-09-20,6 Bedroom Properties,3,737825
0,Norwood Park,2014-09-20,6 Bedroom Properties,5,680043
0,Norwood Park,2014-09-20,All Properties,97,339300
0,Norwood Park,2014-09-20,1 Bedroom Properties,5,156780
0,Norwood Park,2014-09-20,1 Bedroom Properties,6,152040
0,Norwood Park,2014-09-20,2 Bedroom Properties,31,225303
0,Norwood Park,2014-09-20,2 Bedroom Properties,20,221900
0,Norwood Park,2014-09-20,3 Bedroom Properties,74,334895
0,Norwood Park,2014-09-20,3 Bedroom Properties,6,295162
0,Norwood Park,2014-09-20,3 Bedroom Properties,73,335415
0,Norwood Park,2014-09-20,4 Bedroom Properties,37,427510
0,Norwood Park,2014-09-20,4 Bedroom Properties,35,428517
0,Norwood Park,2014-09-20,4 Bedroom Properties,37,426422
0,Norwood Park,2014-09-20,5 Bedroom Properties,6,414467
0,Norwood Park,2014-09-20,5 Bedroom Properties,6,420363
0,Norwood Park,2014-09-20,5 Bedroom Properties,5,441380
0,Norwood Park,2014-09-20,6 Bedroom Properties,3,737825
0,Norwood Park,2014-09-20,6 Bedroom Properties,5,680043
0,Norwood Park,2014-09-27,All Properties,43,351995
0,Norwood Park,2014-09-27,1 Bedroom Properties,6,143800
0,Norwood Park,2014-09-27,1 Bedroom Properties,6,143800
0,Norwood Park,2014-09-27,2 Bedroom Properties,2,217450
0,Norwood Park,2014-09-27,2 Bedroom Properties,29,222062
0,Norwood Park,2014-09-27,2 Bedroom Properties,8,217594
0,Norwood Park,2014-09-27,3 Bedroom Properties,35,322235
0,Norwood Park,2014-09-27,3 Bedroom Properties,4,314450
0,Norwood Park,2014-09-27,3 Bedroom Properties,20,278706
0,Norwood Park,2014-09-27,4 Bedroom Properties,33,434224
0,Norwood Park,2014-09-27,4 Bedroom Properties,34,432626
0,Norwood Park,2014-09-27,5 Bedroom Properties,6,412800
0,Norwood Park,2014-09-27,5 Bedroom Properties,6,412800
0,Norwood Park,2014-09-27,6 Bedroom Properties,1,812500
0,Norwood Park,2014-09-27,6 Bedroom Properties,5,647690
0,Norwood Park,2014-09-27,All Properties,79,327013
0,Norwood Park,2014-09-27,1 Bedroom Properties,6,143800
0,Norwood Park,2014-09-27,1 Bedroom Properties,6,143800
0,Norwood Park,2014-09-27,2 Bedroom Properties,2,217450
0,Norwood Park,2014-09-27,2 Bedroom Properties,29,222062
0,Norwood Park,2014-09-27,2 Bedroom Properties,8,217594
0,Norwood Park,2014-09-27,3 Bedroom Properties,35,322235
0,Norwood Park,2014-09-27,3 Bedroom Properties,4,314450
0,Norwood Park,2014-09-27,3 Bedroom Properties,20,278706
0,Norwood Park,2014-09-27,4 Bedroom Properties,33,434224
0,Norwood Park,2014-09-27,4 Bedroom Properties,34,432626
0,Norwood Park,2014-09-27,5 Bedroom Properties,6,412800
0,Norwood Park,2014-09-27,5 Bedroom Properties,6,412800
0,Norwood Park,2014-09-27,6 Bedroom Properties,1,812500
0,Norwood Park,2014-09-27,6 Bedroom Properties,5,647690
0,Norwood Park,2014-09-27,All Properties,6,321200
0,Norwood Park,2014-09-27,1 Bedroom Properties,6,143800
0,Norwood Park,2014-09-27,1 Bedroom Properties,6,143800
0,Norwood Park,2014-09-27,2 Bedroom Properties,2,217450
0,Norwood Park,2014-09-27,2 Bedroom Properties,29,222062
0,Norwood Park,2014-09-27,2 Bedroom Properties,8,217594
0,Norwood Park,2014-09-27,3 Bedroom Properties,35,322235
0,Norwood Park,2014-09-27,3 Bedroom Properties,4,314450
0,Norwood Park,2014-09-27,3 Bedroom Properties,20,278706
0,Norwood Park,2014-09-27,4 Bedroom Properties,33,434224
0,Norwood Park,2014-09-27,4 Bedroom Properties,34,432626
0,Norwood Park,2014-09-27,5 Bedroom Properties,6,412800
0,Norwood Park,2014-09-27,5 Bedroom Properties,6,412800
0,Norwood Park,2014-09-27,6 Bedroom Properties,1,812500
0,Norwood Park,2014-09-27,6 Bedroom Properties,5,647690
0,Norwood Park,2014-10-04,All Properties,156,333643
0,Norwood Park,2014-10-04,1 Bedroom Properties,7,144095
0,Norwood Park,2014-10-04,1 Bedroom Properties,6,143800
0,Norwood Park,2014-10-04,2 Bedroom Properties,30,227988
0,Norwood Park,2014-10-04,2 Bedroom Properties,28,224139
0,Norwood Park,2014-10-04,2 Bedroom Properties,28,226279
0,Norwood Park,2014-10-04,3 Bedroom Properties,70,327153
0,Norwood Park,2014-10-04,3 Bedroom Properties,68,324689
0,Norwood Park,2014-10-04,3 Bedroom Properties,71,328700
0,Norwood Park,2014-10-04,4 Bedroom Properties,37,425144
0,Norwood Park,2014-10-04,4 Bedroom Properties,36,435865
0,Norwood Park,2014-10-04,4 Bedroom Properties,35,428344
0,Norwood Park,2014-10-04,5 Bedroom Properties,6,415733
0,Norwood Park,2014-10-04,5 Bedroom Properties,5,427542
0,Norwood Park,2014-10-04,5 Bedroom Properties,6,416286
0,Norwood Park,2014-10-04,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-04,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-04,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-04,All Properties,146,333709
0,Norwood Park,2014-10-04,1 Bedroom Properties,7,144095
0,Norwood Park,2014-10-04,1 Bedroom Properties,6,143800
0,Norwood Park,2014-10-04,2 Bedroom Properties,30,227988
0,Norwood Park,2014-10-04,2 Bedroom Properties,28,224139
0,Norwood Park,2014-10-04,2 Bedroom Properties,28,226279
0,Norwood Park,2014-10-04,3 Bedroom Properties,70,327153
0,Norwood Park,2014-10-04,3 Bedroom Properties,68,324689
0,Norwood Park,2014-10-04,3 Bedroom Properties,71,328700
0,Norwood Park,2014-10-04,4 Bedroom Properties,37,425144
0,Norwood Park,2014-10-04,4 Bedroom Properties,36,435865
0,Norwood Park,2014-10-04,4 Bedroom Properties,35,428344
0,Norwood Park,2014-10-04,5 Bedroom Properties,6,415733
0,Norwood Park,2014-10-04,5 Bedroom Properties,5,427542
0,Norwood Park,2014-10-04,5 Bedroom Properties,6,416286
0,Norwood Park,2014-10-04,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-04,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-04,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-04,All Properties,153,334530
0,Norwood Park,2014-10-04,1 Bedroom Properties,7,144095
0,Norwood Park,2014-10-04,1 Bedroom Properties,6,143800
0,Norwood Park,2014-10-04,2 Bedroom Properties,30,227988
0,Norwood Park,2014-10-04,2 Bedroom Properties,28,224139
0,Norwood Park,2014-10-04,2 Bedroom Properties,28,226279
0,Norwood Park,2014-10-04,3 Bedroom Properties,70,327153
0,Norwood Park,2014-10-04,3 Bedroom Properties,68,324689
0,Norwood Park,2014-10-04,3 Bedroom Properties,71,328700
0,Norwood Park,2014-10-04,4 Bedroom Properties,37,425144
0,Norwood Park,2014-10-04,4 Bedroom Properties,36,435865
0,Norwood Park,2014-10-04,4 Bedroom Properties,35,428344
0,Norwood Park,2014-10-04,5 Bedroom Properties,6,415733
0,Norwood Park,2014-10-04,5 Bedroom Properties,5,427542
0,Norwood Park,2014-10-04,5 Bedroom Properties,6,416286
0,Norwood Park,2014-10-04,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-04,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-04,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-11,All Properties,158,326477
0,Norwood Park,2014-10-11,1 Bedroom Properties,7,133873
0,Norwood Park,2014-10-11,2 Bedroom Properties,33,228238
0,Norwood Park,2014-10-11,2 Bedroom Properties,33,229327
0,Norwood Park,2014-10-11,2 Bedroom Properties,32,231127
0,Norwood Park,2014-10-11,3 Bedroom Properties,72,326613
0,Norwood Park,2014-10-11,3 Bedroom Properties,72,326958
0,Norwood Park,2014-10-11,3 Bedroom Properties,68,327837
0,Norwood Park,2014-10-11,4 Bedroom Properties,39,406936
0,Norwood Park,2014-10-11,4 Bedroom Properties,37,410714
0,Norwood Park,2014-10-11,4 Bedroom Properties,37,410304
0,Norwood Park,2014-10-11,5 Bedroom Properties,5,428980
0,Norwood Park,2014-10-11,5 Bedroom Properties,6,417852
0,Norwood Park,2014-10-11,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-11,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-11,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-11,All Properties,158,326303
0,Norwood Park,2014-10-11,1 Bedroom Properties,7,133873
0,Norwood Park,2014-10-11,2 Bedroom Properties,33,228238
0,Norwood Park,2014-10-11,2 Bedroom Properties,33,229327
0,Norwood Park,2014-10-11,2 Bedroom Properties,32,231127
0,Norwood Park,2014-10-11,3 Bedroom Properties,72,326613
0,Norwood Park,2014-10-11,3 Bedroom Properties,72,326958
0,Norwood Park,2014-10-11,3 Bedroom Properties,68,327837
0,Norwood Park,2014-10-11,4 Bedroom Properties,39,406936
0,Norwood Park,2014-10-11,4 Bedroom Properties,37,410714
0,Norwood Park,2014-10-11,4 Bedroom Properties,37,410304
0,Norwood Park,2014-10-11,5 Bedroom Properties,5,428980
0,Norwood Park,2014-10-11,5 Bedroom Properties,6,417852
0,Norwood Park,2014-10-11,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-11,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-11,6 Bedroom Properties,4,628675
0,Norwood Park,2014-10-18,All Properties,155,326729
0,Norwood Park,2014-10-18,1 Bedroom Properties,8,119732
0,Norwood Park,2014-10-18,1 Bedroom Properties,8,119187
0,Norwood Park,2014-10-18,2 Bedroom Properties,31,230502
0,Norwood Park,2014-10-18,2 Bedroom Properties,30,232448
0,Norwood Park,2014-10-18,3 Bedroom Properties,73,325553
0,Norwood Park,2014-10-18,3 Bedroom Properties,71,329677
0,Norwood Park,2014-10-18,3 Bedroom Properties,66,328999
0,Norwood Park,2014-10-18,4 Bedroom Properties,38,417187
0,Norwood Park,2014-10-18,4 Bedroom Properties,37,415740
0,Norwood Park,2014-10-18,5 Bedroom Properties,5,430414
0,Norwood Park,2014-10-18,5 Bedroom Properties,6,425932
0,Norwood Park,2014-10-18,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-18,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-18,All Properties,158,326939
0,Norwood Park,2014-10-18,1 Bedroom Properties,8,119732
0,Norwood Park,2014-10-18,1 Bedroom Properties,8,119187
0,Norwood Park,2014-10-18,2 Bedroom Properties,31,230502
0,Norwood Park,2014-10-18,2 Bedroom Properties,30,232448
0,Norwood Park,2014-10-18,3 Bedroom Properties,73,325553
0,Norwood Park,2014-10-18,3 Bedroom Properties,71,329677
0,Norwood Park,2014-10-18,3 Bedroom Properties,66,328999
0,Norwood Park,2014-10-18,4 Bedroom Properties,38,417187
0,Norwood Park,2014-10-18,4 Bedroom Properties,37,415740
0,Norwood Park,2014-10-18,5 Bedroom Properties,5,430414
0,Norwood Park,2014-10-18,5 Bedroom Properties,6,425932
0,Norwood Park,2014-10-18,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-18,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-18,All Properties,157,327245
0,Norwood Park,2014-10-18,1 Bedroom Properties,8,119732
0,Norwood Park,2014-10-18,1 Bedroom Properties,8,119187
0,Norwood Park,2014-10-18,2 Bedroom Properties,31,230502
0,Norwood Park,2014-10-18,2 Bedroom Properties,30,232448
0,Norwood Park,2014-10-18,3 Bedroom Properties,73,325553
0,Norwood Park,2014-10-18,3 Bedroom Properties,71,329677
0,Norwood Park,2014-10-18,3 Bedroom Properties,66,328999
0,Norwood Park,2014-10-18,4 Bedroom Properties,38,417187
0,Norwood Park,2014-10-18,4 Bedroom Properties,37,415740
0,Norwood Park,2014-10-18,5 Bedroom Properties,5,430414
0,Norwood Park,2014-10-18,5 Bedroom Properties,6,425932
0,Norwood Park,2014-10-18,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-18,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-25,All Properties,151,316328
0,Norwood Park,2014-10-25,1 Bedroom Properties,7,107713
0,Norwood Park,2014-10-25,1 Bedroom Properties,8,116716
0,Norwood Park,2014-10-25,2 Bedroom Properties,34,228984
0,Norwood Park,2014-10-25,2 Bedroom Properties,33,231109
0,Norwood Park,2014-10-25,3 Bedroom Properties,65,322474
0,Norwood Park,2014-10-25,3 Bedroom Properties,66,322567
0,Norwood Park,2014-10-25,3 Bedroom Properties,67,323292
0,Norwood Park,2014-10-25,4 Bedroom Properties,35,417315
0,Norwood Park,2014-10-25,4 Bedroom Properties,36,419328
0,Norwood Park,2014-10-25,4 Bedroom Properties,34,419616
0,Norwood Park,2014-10-25,5 Bedroom Properties,4,357975
0,Norwood Park,2014-10-25,5 Bedroom Properties,4,357975
0,Norwood Park,2014-10-25,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-25,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-25,All Properties,153,320412
0,Norwood Park,2014-10-25,1 Bedroom Properties,7,107713
0,Norwood Park,2014-10-25,1 Bedroom Properties,8,116716
0,Norwood Park,2014-10-25,2 Bedroom Properties,34,228984
0,Norwood Park,2014-10-25,2 Bedroom Properties,33,231109
0,Norwood Park,2014-10-25,3 Bedroom Properties,65,322474
0,Norwood Park,2014-10-25,3 Bedroom Properties,66,322567
0,Norwood Park,2014-10-25,3 Bedroom Properties,67,323292
0,Norwood Park,2014-10-25,4 Bedroom Properties,35,417315
0,Norwood Park,2014-10-25,4 Bedroom Properties,36,419328
0,Norwood Park,2014-10-25,4 Bedroom Properties,34,419616
0,Norwood Park,2014-10-25,5 Bedroom Properties,4,357975
0,Norwood Park,2014-10-25,5 Bedroom Properties,4,357975
0,Norwood Park,2014-10-25,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-25,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-25,All Properties,148,319563
0,Norwood Park,2014-10-25,1 Bedroom Properties,7,107713
0,Norwood Park,2014-10-25,1 Bedroom Properties,8,116716
0,Norwood Park,2014-10-25,2 Bedroom Properties,34,228984
0,Norwood Park,2014-10-25,2 Bedroom Properties,33,231109
0,Norwood Park,2014-10-25,3 Bedroom Properties,65,322474
0,Norwood Park,2014-10-25,3 Bedroom Properties,66,322567
0,Norwood Park,2014-10-25,3 Bedroom Properties,67,323292
0,Norwood Park,2014-10-25,4 Bedroom Properties,35,417315
0,Norwood Park,2014-10-25,4 Bedroom Properties,36,419328
0,Norwood Park,2014-10-25,4 Bedroom Properties,34,419616
0,Norwood Park,2014-10-25,5 Bedroom Properties,4,357975
0,Norwood Park,2014-10-25,5 Bedroom Properties,4,357975
0,Norwood Park,2014-10-25,6 Bedroom Properties,3,626567
0,Norwood Park,2014-10-25,6 Bedroom Properties,3,626567
0,Norwood Park,2014-11-01,All Properties,150,319375
0,Norwood Park,2014-11-01,1 Bedroom Properties,7,107713
0,Norwood Park,2014-11-01,1 Bedroom Properties,7,107713
0,Norwood Park,2014-11-01,1 Bedroom Properties,7,107713
