Renters_percent,avgCommuteTime,medHouseIncome,medianSalePrice,neighborhood,url_OwnersvsRenters
0.10165265,32.41301801,70801.69058,0,Forest Glen,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269580&regionType=8&service=chart
,,,0,The Island,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403326&regionType=8&service=chart
,,,0,Marycrest,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403366&regionType=8&service=chart
,,,0,Eden Green,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403381&regionType=8&service=chart
,,,0,Wolf Lake,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403387&regionType=8&service=chart
,,,0,Lithuanian Plaza,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403339&regionType=8&service=chart
,,,0,Winneconna Parkway,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403364&regionType=8&service=chart
,,,0,Clearing (E),http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403337&regionType=8&service=chart
,,,0,The Villa,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403289&regionType=8&service=chart
,,,0,Beverly View,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403368&regionType=8&service=chart
,,,0,Heart of Italy,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403329&regionType=8&service=chart
,,,0,Powder Horn Lake,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403389&regionType=8&service=chart
,,,0,Stateway Gardens,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403347&regionType=8&service=chart
,,,0,Mount Greenwood Heights,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403369&regionType=8&service=chart
,,,0,Parkway Gardens,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403355&regionType=8&service=chart
,,,0,Groveland Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403348&regionType=8&service=chart
,,,0,Chicago Midway Airport,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403332&regionType=8&service=chart
,,,0,Schorsch Forest View,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403280&regionType=8&service=chart
0.86715481,38.99730893,13469,0,Riverdale,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=275192&regionType=8&service=chart
,,,0,London Towne,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403382&regionType=8&service=chart
,,,0,Harbour Point Estates,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403385&regionType=8&service=chart
,,,0,Sauganash Woods,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403272&regionType=8&service=chart
,,,0,Old Edgebrook,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403274&regionType=8&service=chart
,,,0,Brynford Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403270&regionType=8&service=chart
,,,0,River's Edge,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403273&regionType=8&service=chart
,,,0,Trumbull Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403384&regionType=8&service=chart
